repository,name,path,sha256,description,canonicalLocation
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cline/.cline/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/codex/plugins/wordpress-studio/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/copilot/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/cursor/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin-desktop/.devin/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/devin/.devin/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
Automattic/build-with-wordpress,plugin-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/plugin-creator/SKILL.md,daa3cec94a33888976f963eb69b1189434bfc2c26600aa29b91623c9cdd71349,"Create or update a custom WordPress plugin for site functionality that should not live in a theme or a block. Use when the user needs reusable behavior, admin/settings UI, hooks, REST endpoints, scheduled tasks, integrations, or server-side logic for a Studio-backed site.",False
Automattic/build-with-wordpress,site-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/site-creator/SKILL.md,593e0c1a6502671a5f3f122672f34ee9651081de70911690287ffc981a7dda66,Create a WordPress site from a rough idea using Studio and shared WordPress skills.,False
Automattic/build-with-wordpress,studio,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/studio/SKILL.md,d84a7018f5b4d3b6442b2ef286763f36c60502a67539f89cf521113dfeff1d8e,"Use WordPress Studio for local WordPress development, preferring MCP and falling back to the Studio CLI when needed.",False
Automattic/build-with-wordpress,theme-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/theme-creator/SKILL.md,1fe37455cc770e2a43705b8b7eaae108bd6c0c59bc8fc22b315b80ab7688105d,Create a modern WordPress block theme.,False
Automattic/build-with-wordpress,wordpress-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/factory/plugins/wordpress-studio/skills/wordpress-creator/SKILL.md,647461efc2e0d13e7541dcd846a21cd5e3b3cf520bcf11ddd0cf2b382b315ea3,"Route WordPress build and audit requests to the right implementation path for a Studio-backed site. Use when the user wants WordPress work and it is not yet clear whether the task should be handled as site creation, theme work, a custom block, a plugin, or an audit.",False
Automattic/build-with-wordpress,auditing,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/gemini/skills/auditing/SKILL.md,0bdafcc73202aec27a5a6a5232174ddc51d405d518ae62a31c3844c392057f68,"Audit a Studio-backed WordPress site for performance, accessibility, and visible frontend quality issues, then recommend or validate improvements.",False
Automattic/build-with-wordpress,block-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/gemini/skills/block-creator/SKILL.md,98d7ac1faee751433c5393956e8a31193029f78e37fafd5b0b398b47cae93144,"Create, edit, build, and review a custom WordPress Gutenberg block plugin inside a Studio-backed site.",False
Automattic/build-with-wordpress,design-previews-creator,sources/Automattic--build-with-wordpress/b4fc8b710d1d/plugins/gemini/skills/design-previews-creator/SKILL.md,a408e52da1c508482fbc722d7617f549873de9581fb9e0fb59b65f0218327ac0,Generate three parallel design preview options for a Studio-backed site and collect the user's preferred direction before theme implementation.,False
